20.08,23.28,26.68,25.65,25.36,29.81,29.14,30.35,29.64,31.25
31.7,32.83,32.78,34.3,31.01,34.19,34.86,29.47,32.9,35.3
34.49,35.91,36.4,35.4,36.4,37.14,36.27,36.66,35.37,37.0
37.14,37.47,38.15,37.12,38.9,36.56,38.54,38.85,35.67,37.45
35.85,37.64,38.26,38.94,38.57,39.24,38.2,39.26,40.08,38.63
37.97,38.79,39.26,40.55,41.14,40.97,39.45,41.6,41.59,38.67
