40.21,41.28,39.34,41.29,41.5,41.18,41.38,42.12,38.82,41.68
40.59,41.81,40.77,40.85,40.57,41.53,40.8,42.4,41.49,42.11
42.89,43.17,42.29,42.9,42.65,42.83,42.95,43.55,42.22,42.24
43.58,43.79,42.35,42.34,43.09,44.41,44.47,42.59,43.88,43.77
42.42,42.92,43.29,43.06,44.17,43.35,44.71,44.47,44.29,42.93
