42.79,44.66,44.7,44.43,43.85,44.61,44.59,43.32,43.18,44.49
45.02,45.04,43.41,42.92,45.03,45.32,44.56,44.52,44.65,42.0
43.35,42.78,44.44,45.45,45.23,45.7,41.96,45.48,44.15,44.78
44.56,46.63,44.55,44.5,45.69,44.7,44.8,45.48,44.42,43.68
45.75,46.23,46.24,43.47,45.27,44.0,45.47,45.31,45.98,46.63
